ID	Name	AttributeOne	AttributeTwo	AttributeThree
14100	彩·裂激·大化·雷鸣(陆)	atNeutralHitValue	atDecriticalDamagePowerBase	atNeutralAttackPowerBase
13948	彩·杯雪·大化·霜冷(肆)	atLunarCriticalDamagePowerBase	atDecriticalDamagePowerBase	atLunarAttackPowerBase
13949	彩·杯雪·大化·霜冷(伍)	atLunarCriticalDamagePowerBase	atDecriticalDamagePowerBase	atLunarAttackPowerBase
13950	彩·杯雪·大化·霜冷(陆)	atLunarCriticalDamagePowerBase	atDecriticalDamagePowerBase	atLunarAttackPowerBase
13954	彩·杯雪·大化·冻髓(肆)	atLunarCriticalDamagePowerBase	atDecriticalDamagePowerBase	atLunarOvercomeBase
13955	彩·杯雪·大化·冻髓(伍)	atLunarCriticalDamagePowerBase	atDecriticalDamagePowerBase	atLunarOvercomeBase
13956	彩·杯雪·大化·冻髓(陆)	atLunarCriticalDamagePowerBase	atDecriticalDamagePowerBase	atLunarOvercomeBase
15376	彩·杯雪·大化·海纳(肆)	atLunarCriticalDamagePowerBase	atDecriticalDamagePowerBase	atTherapyPowerBase
15377	彩·杯雪·大化·海纳(伍)	atLunarCriticalDamagePowerBase	atDecriticalDamagePowerBase	atTherapyPowerBase
15378	彩·杯雪·大化·海纳(陆)	atLunarCriticalDamagePowerBase	atDecriticalDamagePowerBase	atTherapyPowerBase
13936	彩·杯雪·霜冷·冻髓(肆)	atLunarCriticalDamagePowerBase	atLunarAttackPowerBase	atLunarOvercomeBase
13937	彩·杯雪·霜冷·冻髓(伍)	atLunarCriticalDamagePowerBase	atLunarAttackPowerBase	atLunarOvercomeBase
13938	彩·杯雪·霜冷·冻髓(陆)	atLunarCriticalDamagePowerBase	atLunarAttackPowerBase	atLunarOvercomeBase
13942	彩·杯雪·冻髓·霜冷(肆)	atLunarCriticalDamagePowerBase	atLunarOvercomeBase	atLunarAttackPowerBase
13943	彩·杯雪·冻髓·霜冷(伍)	atLunarCriticalDamagePowerBase	atLunarOvercomeBase	atLunarAttackPowerBase
13944	彩·杯雪·冻髓·霜冷(陆)	atLunarCriticalDamagePowerBase	atLunarOvercomeBase	atLunarAttackPowerBase
12148	彩·真刚·大化·锐刃(肆)	atStrengthBase	atDecriticalDamagePowerBase	atPhysicsAttackPowerBase
12149	彩·真刚·大化·锐刃(伍)	atStrengthBase	atDecriticalDamagePowerBase	atPhysicsAttackPowerBase
12150	彩·真刚·大化·锐刃(陆)	atStrengthBase	atDecriticalDamagePowerBase	atPhysicsAttackPowerBase
12154	彩·真刚·大化·痛击(肆)	atStrengthBase	atDecriticalDamagePowerBase	atPhysicsCriticalDamagePowerBase
12155	彩·真刚·大化·痛击(伍)	atStrengthBase	atDecriticalDamagePowerBase	atPhysicsCriticalDamagePowerBase
12156	彩·真刚·大化·痛击(陆)	atStrengthBase	atDecriticalDamagePowerBase	atPhysicsCriticalDamagePowerBase
12136	彩·真刚·大化·狂攻(肆)	atStrengthBase	atDecriticalDamagePowerBase	atMeleeWeaponDamageBase
12137	彩·真刚·大化·狂攻(伍)	atStrengthBase	atDecriticalDamagePowerBase	atMeleeWeaponDamageBase
12138	彩·真刚·大化·狂攻(陆)	atStrengthBase	atDecriticalDamagePowerBase	atMeleeWeaponDamageBase
12142	彩·真刚·大化·斩铁(肆)	atStrengthBase	atDecriticalDamagePowerBase	atPhysicsOvercomeBase
12143	彩·真刚·大化·斩铁(伍)	atStrengthBase	atDecriticalDamagePowerBase	atPhysicsOvercomeBase
12144	彩·真刚·大化·斩铁(陆)	atStrengthBase	atDecriticalDamagePowerBase	atPhysicsOvercomeBase
13360	彩·真刚·大化·烈阳(肆)	atStrengthBase	atDecriticalDamagePowerBase	atSolarAttackPowerBase
13361	彩·真刚·大化·烈阳(伍)	atStrengthBase	atDecriticalDamagePowerBase	atSolarAttackPowerBase
13362	彩·真刚·大化·烈阳(陆)	atStrengthBase	atDecriticalDamagePowerBase	atSolarAttackPowerBase
13366	彩·真刚·大化·日炎(肆)	atStrengthBase	atDecriticalDamagePowerBase	atSolarOvercomeBase
13367	彩·真刚·大化·日炎(伍)	atStrengthBase	atDecriticalDamagePowerBase	atSolarOvercomeBase
13368	彩·真刚·大化·日炎(陆)	atStrengthBase	atDecriticalDamagePowerBase	atSolarOvercomeBase
13372	彩·真刚·大化·浴火(肆)	atStrengthBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13373	彩·真刚·大化·浴火(伍)	atStrengthBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13374	彩·真刚·大化·浴火(陆)	atStrengthBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
12130	彩·真刚·痛击·锐刃(肆)	atStrengthBase	atPhysicsCriticalDamagePowerBase	atPhysicsAttackPowerBase
12131	彩·真刚·痛击·锐刃(伍)	atStrengthBase	atPhysicsCriticalDamagePowerBase	atPhysicsAttackPowerBase
12132	彩·真刚·痛击·锐刃(陆)	atStrengthBase	atPhysicsCriticalDamagePowerBase	atPhysicsAttackPowerBase
12118	彩·真刚·痛击·狂攻(肆)	atStrengthBase	atPhysicsCriticalDamagePowerBase	atMeleeWeaponDamageBase
12119	彩·真刚·痛击·狂攻(伍)	atStrengthBase	atPhysicsCriticalDamagePowerBase	atMeleeWeaponDamageBase
12120	彩·真刚·痛击·狂攻(陆)	atStrengthBase	atPhysicsCriticalDamagePowerBase	atMeleeWeaponDamageBase
12124	彩·真刚·痛击·斩铁(肆)	atStrengthBase	atPhysicsCriticalDamagePowerBase	atPhysicsOvercomeBase
12125	彩·真刚·痛击·斩铁(伍)	atStrengthBase	atPhysicsCriticalDamagePowerBase	atPhysicsOvercomeBase
12126	彩·真刚·痛击·斩铁(陆)	atStrengthBase	atPhysicsCriticalDamagePowerBase	atPhysicsOvercomeBase
25662	彩·真刚·急速·锐刃(肆)	atStrengthBase	atHasteBase	atPhysicsAttackPowerBase
25663	彩·真刚·急速·锐刃(伍)	atStrengthBase	atHasteBase	atPhysicsAttackPowerBase
25664	彩·真刚·急速·锐刃(陆)	atStrengthBase	atHasteBase	atPhysicsAttackPowerBase
13342	彩·真刚·日炎·浴火(肆)	atStrengthBase	atSolarOvercomeBase	atSolarCriticalDamagePowerBase
13343	彩·真刚·日炎·浴火(伍)	atStrengthBase	atSolarOvercomeBase	atSolarCriticalDamagePowerBase
13344	彩·真刚·日炎·浴火(陆)	atStrengthBase	atSolarOvercomeBase	atSolarCriticalDamagePowerBase
13336	彩·真刚·日炎·烈阳(肆)	atStrengthBase	atSolarOvercomeBase	atSolarAttackPowerBase
13337	彩·真刚·日炎·烈阳(伍)	atStrengthBase	atSolarOvercomeBase	atSolarAttackPowerBase
13338	彩·真刚·日炎·烈阳(陆)	atStrengthBase	atSolarOvercomeBase	atSolarAttackPowerBase
12094	彩·真刚·锐刃·痛击(肆)	atStrengthBase	atPhysicsAttackPowerBase	atPhysicsCriticalDamagePowerBase
12095	彩·真刚·锐刃·痛击(伍)	atStrengthBase	atPhysicsAttackPowerBase	atPhysicsCriticalDamagePowerBase
12096	彩·真刚·锐刃·痛击(陆)	atStrengthBase	atPhysicsAttackPowerBase	atPhysicsCriticalDamagePowerBase
12082	彩·真刚·锐刃·狂攻(肆)	atStrengthBase	atPhysicsAttackPowerBase	atMeleeWeaponDamageBase
12083	彩·真刚·锐刃·狂攻(伍)	atStrengthBase	atPhysicsAttackPowerBase	atMeleeWeaponDamageBase
12084	彩·真刚·锐刃·狂攻(陆)	atStrengthBase	atPhysicsAttackPowerBase	atMeleeWeaponDamageBase
12088	彩·真刚·锐刃·斩铁(肆)	atStrengthBase	atPhysicsAttackPowerBase	atPhysicsOvercomeBase
12089	彩·真刚·锐刃·斩铁(伍)	atStrengthBase	atPhysicsAttackPowerBase	atPhysicsOvercomeBase
12090	彩·真刚·锐刃·斩铁(陆)	atStrengthBase	atPhysicsAttackPowerBase	atPhysicsOvercomeBase
13330	彩·真刚·烈阳·浴火(肆)	atStrengthBase	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase
13331	彩·真刚·烈阳·浴火(伍)	atStrengthBase	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase
13332	彩·真刚·烈阳·浴火(陆)	atStrengthBase	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase
13324	彩·真刚·烈阳·日炎(肆)	atStrengthBase	atSolarAttackPowerBase	atSolarOvercomeBase
13325	彩·真刚·烈阳·日炎(伍)	atStrengthBase	atSolarAttackPowerBase	atSolarOvercomeBase
13326	彩·真刚·烈阳·日炎(陆)	atStrengthBase	atSolarAttackPowerBase	atSolarOvercomeBase
13354	彩·真刚·浴火·日炎(肆)	atStrengthBase	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
13355	彩·真刚·浴火·日炎(伍)	atStrengthBase	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
13356	彩·真刚·浴火·日炎(陆)	atStrengthBase	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
13348	彩·真刚·浴火·烈阳(肆)	atStrengthBase	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
13349	彩·真刚·浴火·烈阳(伍)	atStrengthBase	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
13350	彩·真刚·浴火·烈阳(陆)	atStrengthBase	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
12112	彩·真刚·斩铁·痛击(肆)	atStrengthBase	atPhysicsOvercomeBase	atPhysicsCriticalDamagePowerBase
12113	彩·真刚·斩铁·痛击(伍)	atStrengthBase	atPhysicsOvercomeBase	atPhysicsCriticalDamagePowerBase
12114	彩·真刚·斩铁·痛击(陆)	atStrengthBase	atPhysicsOvercomeBase	atPhysicsCriticalDamagePowerBase
12100	彩·真刚·斩铁·狂攻(肆)	atStrengthBase	atPhysicsOvercomeBase	atMeleeWeaponDamageBase
12101	彩·真刚·斩铁·狂攻(伍)	atStrengthBase	atPhysicsOvercomeBase	atMeleeWeaponDamageBase
12102	彩·真刚·斩铁·狂攻(陆)	atStrengthBase	atPhysicsOvercomeBase	atMeleeWeaponDamageBase
12106	彩·真刚·斩铁·锐刃(肆)	atStrengthBase	atPhysicsOvercomeBase	atPhysicsAttackPowerBase
12107	彩·真刚·斩铁·锐刃(伍)	atStrengthBase	atPhysicsOvercomeBase	atPhysicsAttackPowerBase
12108	彩·真刚·斩铁·锐刃(陆)	atStrengthBase	atPhysicsOvercomeBase	atPhysicsAttackPowerBase
14434	彩·潮生·穿石·鹤顶(肆)	atManaReplenishExt	atPoisonCriticalDamagePowerBase	atPoisonAttackPowerBase
14435	彩·潮生·穿石·鹤顶(伍)	atManaReplenishExt	atPoisonCriticalDamagePowerBase	atPoisonAttackPowerBase
14436	彩·潮生·穿石·鹤顶(陆)	atManaReplenishExt	atPoisonCriticalDamagePowerBase	atPoisonAttackPowerBase
15442	彩·潮生·穿石·海纳(肆)	atManaReplenishExt	atPoisonCriticalDamagePowerBase	atTherapyPowerBase
15443	彩·潮生·穿石·海纳(伍)	atManaReplenishExt	atPoisonCriticalDamagePowerBase	atTherapyPowerBase
15444	彩·潮生·穿石·海纳(陆)	atManaReplenishExt	atPoisonCriticalDamagePowerBase	atTherapyPowerBase
14440	彩·潮生·穿石·腐心(肆)	atManaReplenishExt	atPoisonCriticalDamagePowerBase	atPoisonOvercomeBase
14441	彩·潮生·穿石·腐心(伍)	atManaReplenishExt	atPoisonCriticalDamagePowerBase	atPoisonOvercomeBase
14442	彩·潮生·穿石·腐心(陆)	atManaReplenishExt	atPoisonCriticalDamagePowerBase	atPoisonOvercomeBase
14452	彩·潮生·月华·灭气(肆)	atManaReplenishExt	atMagicCriticalDamagePowerBase	atMagicOvercome
14453	彩·潮生·月华·灭气(伍)	atManaReplenishExt	atMagicCriticalDamagePowerBase	atMagicOvercome
14454	彩·潮生·月华·灭气(陆)	atManaReplenishExt	atMagicCriticalDamagePowerBase	atMagicOvercome
15448	彩·潮生·月华·海纳(肆)	atManaReplenishExt	atMagicCriticalDamagePowerBase	atTherapyPowerBase
15449	彩·潮生·月华·海纳(伍)	atManaReplenishExt	atMagicCriticalDamagePowerBase	atTherapyPowerBase
15450	彩·潮生·月华·海纳(陆)	atManaReplenishExt	atMagicCriticalDamagePowerBase	atTherapyPowerBase
14446	彩·潮生·月华·激流(肆)	atManaReplenishExt	atMagicCriticalDamagePowerBase	atMagicAttackPowerBase
14447	彩·潮生·月华·激流(伍)	atManaReplenishExt	atMagicCriticalDamagePowerBase	atMagicAttackPowerBase
14448	彩·潮生·月华·激流(陆)	atManaReplenishExt	atMagicCriticalDamagePowerBase	atMagicAttackPowerBase
14422	彩·潮生·杯雪·霜冷(肆)	atManaReplenishExt	atLunarCriticalDamagePowerBase	atLunarAttackPowerBase
14423	彩·潮生·杯雪·霜冷(伍)	atManaReplenishExt	atLunarCriticalDamagePowerBase	atLunarAttackPowerBase
14424	彩·潮生·杯雪·霜冷(陆)	atManaReplenishExt	atLunarCriticalDamagePowerBase	atLunarAttackPowerBase
14428	彩·潮生·杯雪·冻髓(肆)	atManaReplenishExt	atLunarCriticalDamagePowerBase	atLunarOvercomeBase
14429	彩·潮生·杯雪·冻髓(伍)	atManaReplenishExt	atLunarCriticalDamagePowerBase	atLunarOvercomeBase
14430	彩·潮生·杯雪·冻髓(陆)	atManaReplenishExt	atLunarCriticalDamagePowerBase	atLunarOvercomeBase
15436	彩·潮生·杯雪·海纳(肆)	atManaReplenishExt	atLunarCriticalDamagePowerBase	atTherapyPowerBase
15437	彩·潮生·杯雪·海纳(伍)	atManaReplenishExt	atLunarCriticalDamagePowerBase	atTherapyPowerBase
15438	彩·潮生·杯雪·海纳(陆)	atManaReplenishExt	atLunarCriticalDamagePowerBase	atTherapyPowerBase
14404	彩·潮生·浴火·日炎(肆)	atManaReplenishExt	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
14405	彩·潮生·浴火·日炎(伍)	atManaReplenishExt	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
14406	彩·潮生·浴火·日炎(陆)	atManaReplenishExt	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
15424	彩·潮生·浴火·海纳(肆)	atManaReplenishExt	atSolarCriticalDamagePowerBase	atTherapyPowerBase
15425	彩·潮生·浴火·海纳(伍)	atManaReplenishExt	atSolarCriticalDamagePowerBase	atTherapyPowerBase
15426	彩·潮生·浴火·海纳(陆)	atManaReplenishExt	atSolarCriticalDamagePowerBase	atTherapyPowerBase
14398	彩·潮生·浴火·烈阳(肆)	atManaReplenishExt	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
14399	彩·潮生·浴火·烈阳(伍)	atManaReplenishExt	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
14400	彩·潮生·浴火·烈阳(陆)	atManaReplenishExt	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
14284	彩·潮生·烈阳·浴火(肆)	atManaReplenishExt	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase
14285	彩·潮生·烈阳·浴火(伍)	atManaReplenishExt	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase
14286	彩·潮生·烈阳·浴火(陆)	atManaReplenishExt	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase
14278	彩·潮生·烈阳·日炎(肆)	atManaReplenishExt	atSolarAttackPowerBase	atSolarOvercomeBase
14279	彩·潮生·烈阳·日炎(伍)	atManaReplenishExt	atSolarAttackPowerBase	atSolarOvercomeBase
14280	彩·潮生·烈阳·日炎(陆)	atManaReplenishExt	atSolarAttackPowerBase	atSolarOvercomeBase
14344	彩·潮生·日炎·浴火(肆)	atManaReplenishExt	atSolarOvercomeBase	atSolarCriticalDamagePowerBase
14345	彩·潮生·日炎·浴火(伍)	atManaReplenishExt	atSolarOvercomeBase	atSolarCriticalDamagePowerBase
14346	彩·潮生·日炎·浴火(陆)	atManaReplenishExt	atSolarOvercomeBase	atSolarCriticalDamagePowerBase
14338	彩·潮生·日炎·烈阳(肆)	atManaReplenishExt	atSolarOvercomeBase	atSolarAttackPowerBase
14339	彩·潮生·日炎·烈阳(伍)	atManaReplenishExt	atSolarOvercomeBase	atSolarAttackPowerBase
14340	彩·潮生·日炎·烈阳(陆)	atManaReplenishExt	atSolarOvercomeBase	atSolarAttackPowerBase
14308	彩·潮生·霜冷·杯雪(肆)	atManaReplenishExt	atLunarAttackPowerBase	atLunarCriticalDamagePowerBase
14309	彩·潮生·霜冷·杯雪(伍)	atManaReplenishExt	atLunarAttackPowerBase	atLunarCriticalDamagePowerBase
14310	彩·潮生·霜冷·杯雪(陆)	atManaReplenishExt	atLunarAttackPowerBase	atLunarCriticalDamagePowerBase
14302	彩·潮生·霜冷·冻髓(肆)	atManaReplenishExt	atLunarAttackPowerBase	atLunarOvercomeBase
14303	彩·潮生·霜冷·冻髓(伍)	atManaReplenishExt	atLunarAttackPowerBase	atLunarOvercomeBase
14304	彩·潮生·霜冷·冻髓(陆)	atManaReplenishExt	atLunarAttackPowerBase	atLunarOvercomeBase
14374	彩·潮生·腐心·鹤顶(肆)	atManaReplenishExt	atPoisonOvercomeBase	atPoisonAttackPowerBase
14375	彩·潮生·腐心·鹤顶(伍)	atManaReplenishExt	atPoisonOvercomeBase	atPoisonAttackPowerBase
14376	彩·潮生·腐心·鹤顶(陆)	atManaReplenishExt	atPoisonOvercomeBase	atPoisonAttackPowerBase
14380	彩·潮生·腐心·穿石(肆)	atManaReplenishExt	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase
14381	彩·潮生·腐心·穿石(伍)	atManaReplenishExt	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase
14382	彩·潮生·腐心·穿石(陆)	atManaReplenishExt	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase
14386	彩·潮生·灭气·激流(肆)	atManaReplenishExt	atMagicOvercome	atMagicAttackPowerBase
14387	彩·潮生·灭气·激流(伍)	atManaReplenishExt	atMagicOvercome	atMagicAttackPowerBase
14388	彩·潮生·灭气·激流(陆)	atManaReplenishExt	atMagicOvercome	atMagicAttackPowerBase
14392	彩·潮生·灭气·月华(肆)	atManaReplenishExt	atMagicOvercome	atMagicCriticalDamagePowerBase
14393	彩·潮生·灭气·月华(伍)	atManaReplenishExt	atMagicOvercome	atMagicCriticalDamagePowerBase
14394	彩·潮生·灭气·月华(陆)	atManaReplenishExt	atMagicOvercome	atMagicCriticalDamagePowerBase
15400	彩·潮生·海纳·霹雳(肆)	atManaReplenishExt	atTherapyPowerBase	atNeutralCriticalDamagePowerBase
15401	彩·潮生·海纳·霹雳(伍)	atManaReplenishExt	atTherapyPowerBase	atNeutralCriticalDamagePowerBase
15402	彩·潮生·海纳·霹雳(陆)	atManaReplenishExt	atTherapyPowerBase	atNeutralCriticalDamagePowerBase
15406	彩·潮生·海纳·杯雪(肆)	atManaReplenishExt	atTherapyPowerBase	atLunarCriticalDamagePowerBase
15407	彩·潮生·海纳·杯雪(伍)	atManaReplenishExt	atTherapyPowerBase	atLunarCriticalDamagePowerBase
15408	彩·潮生·海纳·杯雪(陆)	atManaReplenishExt	atTherapyPowerBase	atLunarCriticalDamagePowerBase
15394	彩·潮生·海纳·浴火(肆)	atManaReplenishExt	atTherapyPowerBase	atSolarCriticalDamagePowerBase
15395	彩·潮生·海纳·浴火(伍)	atManaReplenishExt	atTherapyPowerBase	atSolarCriticalDamagePowerBase
15396	彩·潮生·海纳·浴火(陆)	atManaReplenishExt	atTherapyPowerBase	atSolarCriticalDamagePowerBase
15418	彩·潮生·海纳·月华(肆)	atManaReplenishExt	atTherapyPowerBase	atMagicCriticalDamagePowerBase
15419	彩·潮生·海纳·月华(伍)	atManaReplenishExt	atTherapyPowerBase	atMagicCriticalDamagePowerBase
15420	彩·潮生·海纳·月华(陆)	atManaReplenishExt	atTherapyPowerBase	atMagicCriticalDamagePowerBase
15412	彩·潮生·海纳·穿石(肆)	atManaReplenishExt	atTherapyPowerBase	atPoisonCriticalDamagePowerBase
15413	彩·潮生·海纳·穿石(伍)	atManaReplenishExt	atTherapyPowerBase	atPoisonCriticalDamagePowerBase
15414	彩·潮生·海纳·穿石(陆)	atManaReplenishExt	atTherapyPowerBase	atPoisonCriticalDamagePowerBase
14326	彩·潮生·激流·灭气(肆)	atManaReplenishExt	atMagicAttackPowerBase	atMagicOvercome
14327	彩·潮生·激流·灭气(伍)	atManaReplenishExt	atMagicAttackPowerBase	atMagicOvercome
14328	彩·潮生·激流·灭气(陆)	atManaReplenishExt	atMagicAttackPowerBase	atMagicOvercome
14332	彩·潮生·激流·月华(肆)	atManaReplenishExt	atMagicAttackPowerBase	atMagicCriticalDamagePowerBase
14333	彩·潮生·激流·月华(伍)	atManaReplenishExt	atMagicAttackPowerBase	atMagicCriticalDamagePowerBase
14334	彩·潮生·激流·月华(陆)	atManaReplenishExt	atMagicAttackPowerBase	atMagicCriticalDamagePowerBase
14296	彩·潮生·雷鸣·霹雳(肆)	atManaReplenishExt	atNeutralAttackPowerBase	atNeutralCriticalDamagePowerBase
14297	彩·潮生·雷鸣·霹雳(伍)	atManaReplenishExt	atNeutralAttackPowerBase	atNeutralCriticalDamagePowerBase
14298	彩·潮生·雷鸣·霹雳(陆)	atManaReplenishExt	atNeutralAttackPowerBase	atNeutralCriticalDamagePowerBase
14290	彩·潮生·雷鸣·混沌(肆)	atManaReplenishExt	atNeutralAttackPowerBase	atNeutralOvercomeBase
14291	彩·潮生·雷鸣·混沌(伍)	atManaReplenishExt	atNeutralAttackPowerBase	atNeutralOvercomeBase
14292	彩·潮生·雷鸣·混沌(陆)	atManaReplenishExt	atNeutralAttackPowerBase	atNeutralOvercomeBase
14368	彩·潮生·冻髓·杯雪(肆)	atManaReplenishExt	atLunarOvercomeBase	atLunarCriticalDamagePowerBase
14369	彩·潮生·冻髓·杯雪(伍)	atManaReplenishExt	atLunarOvercomeBase	atLunarCriticalDamagePowerBase
14370	彩·潮生·冻髓·杯雪(陆)	atManaReplenishExt	atLunarOvercomeBase	atLunarCriticalDamagePowerBase
14362	彩·潮生·冻髓·霜冷(肆)	atManaReplenishExt	atLunarOvercomeBase	atLunarAttackPowerBase
14363	彩·潮生·冻髓·霜冷(伍)	atManaReplenishExt	atLunarOvercomeBase	atLunarAttackPowerBase
14364	彩·潮生·冻髓·霜冷(陆)	atManaReplenishExt	atLunarOvercomeBase	atLunarAttackPowerBase
14320	彩·潮生·鹤顶·穿石(肆)	atManaReplenishExt	atPoisonAttackPowerBase	atPoisonCriticalDamagePowerBase
14321	彩·潮生·鹤顶·穿石(伍)	atManaReplenishExt	atPoisonAttackPowerBase	atPoisonCriticalDamagePowerBase
14322	彩·潮生·鹤顶·穿石(陆)	atManaReplenishExt	atPoisonAttackPowerBase	atPoisonCriticalDamagePowerBase
14314	彩·潮生·鹤顶·腐心(肆)	atManaReplenishExt	atPoisonAttackPowerBase	atPoisonOvercomeBase
14315	彩·潮生·鹤顶·腐心(伍)	atManaReplenishExt	atPoisonAttackPowerBase	atPoisonOvercomeBase
14316	彩·潮生·鹤顶·腐心(陆)	atManaReplenishExt	atPoisonAttackPowerBase	atPoisonOvercomeBase
14536	彩·潮生·大化·穿石(肆)	atManaReplenishExt	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
14537	彩·潮生·大化·穿石(伍)	atManaReplenishExt	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
14538	彩·潮生·大化·穿石(陆)	atManaReplenishExt	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
14530	彩·潮生·大化·杯雪(肆)	atManaReplenishExt	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
14531	彩·潮生·大化·杯雪(伍)	atManaReplenishExt	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
14532	彩·潮生·大化·杯雪(陆)	atManaReplenishExt	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
15454	彩·潮生·大化·海纳(肆)	atManaReplenishExt	atDecriticalDamagePowerBase	atTherapyPowerBase
15455	彩·潮生·大化·海纳(伍)	atManaReplenishExt	atDecriticalDamagePowerBase	atTherapyPowerBase
15456	彩·潮生·大化·海纳(陆)	atManaReplenishExt	atDecriticalDamagePowerBase	atTherapyPowerBase
14512	彩·潮生·大化·灭气(肆)	atManaReplenishExt	atDecriticalDamagePowerBase	atMagicOvercome
14513	彩·潮生·大化·灭气(伍)	atManaReplenishExt	atDecriticalDamagePowerBase	atMagicOvercome
14514	彩·潮生·大化·灭气(陆)	atManaReplenishExt	atDecriticalDamagePowerBase	atMagicOvercome
14482	彩·潮生·大化·激流(肆)	atManaReplenishExt	atDecriticalDamagePowerBase	atMagicAttackPowerBase
14483	彩·潮生·大化·激流(伍)	atManaReplenishExt	atDecriticalDamagePowerBase	atMagicAttackPowerBase
14484	彩·潮生·大化·激流(陆)	atManaReplenishExt	atDecriticalDamagePowerBase	atMagicAttackPowerBase
14506	彩·潮生·大化·腐心(肆)	atManaReplenishExt	atDecriticalDamagePowerBase	atPoisonOvercomeBase
14507	彩·潮生·大化·腐心(伍)	atManaReplenishExt	atDecriticalDamagePowerBase	atPoisonOvercomeBase
14508	彩·潮生·大化·腐心(陆)	atManaReplenishExt	atDecriticalDamagePowerBase	atPoisonOvercomeBase
14542	彩·潮生·大化·月华(肆)	atManaReplenishExt	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase
14543	彩·潮生·大化·月华(伍)	atManaReplenishExt	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase
14544	彩·潮生·大化·月华(陆)	atManaReplenishExt	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase
14500	彩·潮生·大化·冻髓(肆)	atManaReplenishExt	atDecriticalDamagePowerBase	atLunarOvercomeBase
14501	彩·潮生·大化·冻髓(伍)	atManaReplenishExt	atDecriticalDamagePowerBase	atLunarOvercomeBase
14502	彩·潮生·大化·冻髓(陆)	atManaReplenishExt	atDecriticalDamagePowerBase	atLunarOvercomeBase
14470	彩·潮生·大化·霜冷(肆)	atManaReplenishExt	atDecriticalDamagePowerBase	atLunarAttackPowerBase
14471	彩·潮生·大化·霜冷(伍)	atManaReplenishExt	atDecriticalDamagePowerBase	atLunarAttackPowerBase
14472	彩·潮生·大化·霜冷(陆)	atManaReplenishExt	atDecriticalDamagePowerBase	atLunarAttackPowerBase
14476	彩·潮生·大化·鹤顶(肆)	atManaReplenishExt	atDecriticalDamagePowerBase	atPoisonAttackPowerBase
14477	彩·潮生·大化·鹤顶(伍)	atManaReplenishExt	atDecriticalDamagePowerBase	atPoisonAttackPowerBase
14478	彩·潮生·大化·鹤顶(陆)	atManaReplenishExt	atDecriticalDamagePowerBase	atPoisonAttackPowerBase
14524	彩·潮生·大化·霹雳(肆)	atManaReplenishExt	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
14525	彩·潮生·大化·霹雳(伍)	atManaReplenishExt	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
14526	彩·潮生·大化·霹雳(陆)	atManaReplenishExt	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
14494	彩·潮生·大化·混沌(肆)	atManaReplenishExt	atDecriticalDamagePowerBase	atNeutralOvercomeBase
14495	彩·潮生·大化·混沌(伍)	atManaReplenishExt	atDecriticalDamagePowerBase	atNeutralOvercomeBase
14496	彩·潮生·大化·混沌(陆)	atManaReplenishExt	atDecriticalDamagePowerBase	atNeutralOvercomeBase
14488	彩·潮生·大化·日炎(肆)	atManaReplenishExt	atDecriticalDamagePowerBase	atSolarOvercomeBase
14489	彩·潮生·大化·日炎(伍)	atManaReplenishExt	atDecriticalDamagePowerBase	atSolarOvercomeBase
14490	彩·潮生·大化·日炎(陆)	atManaReplenishExt	atDecriticalDamagePowerBase	atSolarOvercomeBase
